YEAR,LOCATION,CATTLE_BREED_TYPE,CATTLE_GENDER,CATTLE_AGE_0_6,CATTLE_AGE_6_6,CATTLE_AGE_6_12,CATTLE_AGE_12_18,CATTLE_AGE_18_24,CATTLE_AGE_24_30,CATTLE_AGE_30_36,CATTLE_AGE_36_PLUS
2015,Dodder,DAIRY,F,1,14,291,14,156,5,5,4
2017,Gweebarra,DAIRY,F,0,0,33,0,35,0,0,0
2014,Nore,BEEF,M,1694,8556,47266,11619,43713,4442,4170,2454
2018,Currane,BEEF,M,25,244,179,20,62,10,7,44
2016,Inny,BEEF,M,746,4011,16252,4614,14678,2181,2784,1270
2014,Ilen,BEEF,M,265,973,5022,782,2596,289,324,383
2019,Dargle,BEEF,M,25,166,517,99,325,30,37,56
2017,Dodder,BEEF,M,20,103,138,49,73,14,23,25
2016,Dodder,BEEF,M,20,103,138,49,73,14,23,25
2014,Currane,BEEF,M,24,229,153,17,53,13,9,46
2020,Nore,DAIRY,M,521,2135,29198,3034,28063,1350,1555,182
2015,Nore,DAIRY,M,531,2017,28310,3049,26977,1312,1599,184
2014,Inny,DAIRY,M,116,358,2525,563,2133,236,235,92
2017,Doonbeg,DAIRY,M,3,18,738,20,655,8,81,16
2018,Gweebarra,BEEF,M,21,88,169,20,55,4,3,16
2014,Erriff,DAIRY,M,0,0,15,0,73,1,0,0
2019,Ilen,DAIRY,M,77,196,2048,311,1435,53,100,49
2017,Ilen,DAIRY,M,77,195,2022,311,1424,53,99,49
2016,Ilen,DAIRY,M,77,196,2007,311,1441,53,102,51
2015,Ilen,DAIRY,M,77,195,2052,311,1446,53,102,51
2016,Moy,DAIRY,M,112,197,1187,234,1285,87,129,32
2016,Dargle,DAIRY,M,0,8,91,13,11,4,0,1
2017,Currane,DAIRY,M,0,0,24,0,2,0,0,0
2016,Currane,DAIRY,M,0,0,24,0,2,0,0,0
2015,Currane,DAIRY,M,0,0,24,0,2,0,0,0
2015,Dodder,DAIRY,M,0,0,10,2,0,0,0,1
2016,Nore,BEEF,C,0,0,0,1,235,749,5685,52734
2016,Nore,DAIRY,C,0,0,0,2,125,491,21696,90244
2018,Vartry,BEEF,C,0,0,0,0,55,28,210,1864
2015,Vartry,BEEF,C,0,0,0,0,53,26,199,1881
2016,Vartry,BEEF,C,0,0,0,0,55,26,202,1871
2018,Moy,BEEF,C,0,0,0,0,71,300,3146,42457
2015,Moy,BEEF,C,0,0,0,0,73,288,3109,42048
2015,Inny,BEEF,C,0,0,1,1,79,310,2520,29692
2018,Dargle,BEEF,C,0,0,0,0,5,17,102,1230
2020,Dargle,BEEF,C,0,0,0,0,4,14,103,1230
2017,Boyne,BEEF,C,0,0,0,3,181,682,5326,54118
2017,Doonbeg,BEEF,C,0,0,0,0,8,31,468,5750
2020,Boyne,DAIRY,C,0,0,0,0,101,1537,11179,60805
2017,Boyne,DAIRY,C,0,0,0,0,89,1500,10942,60428
2020,Doonbeg,DAIRY,C,0,0,0,0,1,3,1239,6116
2017,Doonbeg,DAIRY,C,0,0,0,0,1,3,1175,5656
2019,Nore,BEEF,F,1781,8362,41474,9985,32654,4137,3820,1074
2017,Nore,BEEF,F,1759,8304,41539,9988,32726,4104,3811,1052
2014,Moy,BEEF,F,773,3771,18893,3953,13957,2044,3995,881
2017,Vartry,DAIRY,C,0,0,0,0,2,41,321,1231
2019,Erriff,BEEF,C,0,0,0,0,2,5,40,601
2017,Erriff,BEEF,C,0,0,0,0,2,6,42,671
2014,Erriff,BEEF,C,0,0,0,0,2,4,33,614
2019,Gweebarra,BEEF,C,0,0,0,0,0,10,47,714
2015,Gweebarra,BEEF,C,0,0,0,0,0,10,42,666
2017,Ilen,BEEF,F,288,901,4253,796,2652,376,504,200
2016,Ilen,BEEF,F,285,899,4248,795,2641,378,510,201
2017,Nore,DAIRY,F,424,1325,30956,1918,30069,1441,3478,581
2016,Nore,DAIRY,F,426,1319,30682,1921,29727,1459,3455,587
2018,Inny,DAIRY,F,122,507,5650,652,5844,495,790,237
2014,Inny,DAIRY,F,131,498,5754,679,5811,482,763,205
2016,Moy,DAIRY,F,149,291,2184,423,2383,349,601,238
2017,Gweebarra,DAIRY,C,0,0,0,0,0,0,23,79
2016,Gweebarra,DAIRY,C,0,0,0,0,0,0,23,79
2019,Dodder,BEEF,F,20,112,311,66,227,32,47,13
2014,Dodder,BEEF,F,14,113,236,63,177,23,32,12
2016,Erriff,BEEF,F,9,57,256,46,151,24,40,12
2018,Dodder,DAIRY,F,1,14,291,14,156,5,5,4
2018,Dargle,DAIRY,F,2,22,331,19,197,6,5,4
2014,Dodder,DAIRY,F,2,14,291,14,156,5,5,4
2019,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2014,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2018,Currane,DAIRY,F,0,0,4,0,4,0,1,0
2015,Currane,DAIRY,F,0,0,4,0,4,0,1,0
2020,Gweebarra,DAIRY,F,0,0,33,0,35,0,0,0
2015,Moy,BEEF,M,741,4039,17391,3182,10035,1017,991,1209
2019,Inny,BEEF,M,762,4024,16386,4553,14707,2181,2759,1267
2019,Ilen,BEEF,M,272,941,4743,659,2562,284,305,361
2018,Dodder,BEEF,M,22,104,145,49,73,15,23,25
2017,Erriff,BEEF,M,16,39,191,27,39,11,6,20
2015,Erriff,BEEF,M,13,35,167,28,43,10,5,18
2015,Vartry,BEEF,M,69,297,771,198,628,80,56,80
2018,Inny,DAIRY,M,89,332,2725,577,2568,223,272,95
2016,Inny,DAIRY,M,108,349,2529,584,2211,234,231,91
2018,Boyne,DAIRY,M,870,2574,9646,3231,9386,1480,1013,238
2014,Gweebarra,BEEF,M,40,176,456,80,300,14,8,38
2019,Doonbeg,DAIRY,M,3,18,755,21,633,10,80,16
2020,Vartry,DAIRY,M,26,42,189,65,223,26,21,17
2015,Vartry,DAIRY,M,26,33,156,63,82,20,18,16
2016,Vartry,DAIRY,M,26,41,156,61,87,23,18,16
2014,Vartry,DAIRY,M,27,48,163,69,83,20,18,17
2020,Gweebarra,DAIRY,M,0,0,6,0,0,0,0,0
2019,Gweebarra,DAIRY,M,0,0,6,0,0,0,0,0
2016,Gweebarra,DAIRY,M,0,0,6,0,0,0,0,0
2019,Nore,DAIRY,C,0,0,0,2,121,486,22075,91360
2018,Nore,DAIRY,C,0,0,0,2,121,505,21989,91286
2020,Vartry,BEEF,C,0,0,0,0,55,28,236,2093
2014,Vartry,BEEF,C,0,0,0,0,52,24,198,1916
2019,Moy,BEEF,C,0,0,0,0,71,290,3145,42144
2014,Moy,BEEF,C,0,0,0,0,72,288,3071,41958
2016,Inny,BEEF,C,0,0,1,1,79,311,2541,29991
2019,Boyne,BEEF,C,0,0,0,3,192,679,5306,53802
2019,Dodder,BEEF,C,0,0,0,0,2,10,73,634
2017,Gweebarra,BEEF,F,21,80,178,60,130,19,53,11
2016,Gweebarra,BEEF,F,21,80,178,60,130,19,53,11
2015,Gweebarra,BEEF,F,21,76,175,58,130,19,53,11
2018,Dodder,DAIRY,C,0,0,0,0,0,10,40,270
2020,Dargle,DAIRY,C,0,0,0,0,0,10,57,356
2017,Dodder,DAIRY,C,0,0,0,0,0,10,40,270
2018,Moy,DAIRY,C,0,0,0,0,12,78,1476,9546
2020,Ilen,DAIRY,C,0,0,0,0,12,105,3661,19600
2020,Boyne,BEEF,F,1659,8166,39431,12216,42737,6137,6919,1227
2016,Boyne,BEEF,F,1621,8115,38739,12101,41655,6116,6935,1276
2020,Currane,BEEF,C,0,0,0,0,2,20,83,1236
2019,Currane,BEEF,C,0,0,0,0,2,20,81,1236
2015,Currane,BEEF,C,0,0,0,0,2,19,76,1193
2019,Inny,BEEF,F,763,3826,16482,5071,15877,2483,3121,552
2017,Inny,BEEF,F,762,3821,16369,5068,16225,2584,3222,580
2016,Inny,BEEF,F,745,3806,16135,4961,15785,2563,3138,593
2020,Doonbeg,BEEF,F,139,630,2938,378,1486,275,548,141
2018,Doonbeg,BEEF,F,139,607,2925,362,1463,262,528,130
2015,Moy,BEEF,F,787,3785,19046,3980,14056,2037,4006,889
2020,Erriff,BEEF,C,0,0,0,0,2,5,40,600
2015,Erriff,BEEF,C,0,0,0,0,2,5,42,635
2018,Gweebarra,BEEF,C,0,0,0,0,0,11,47,716
2015,Ilen,BEEF,F,280,898,4247,791,2614,377,483,201
2016,Vartry,BEEF,F,63,294,1077,283,1112,196,135,32
2016,Boyne,DAIRY,F,922,3600,15296,4761,15215,2992,2801,1068
2019,Dargle,BEEF,F,29,197,686,139,497,53,69,28
2014,Moy,DAIRY,F,154,291,2178,414,2403,361,616,247
2015,Vartry,DAIRY,F,24,69,219,137,318,61,41,31
2014,Gweebarra,DAIRY,C,0,0,0,0,0,0,2,26
2017,Dodder,BEEF,F,12,110,225,59,144,23,35,13
2017,Erriff,BEEF,F,9,60,269,49,151,24,43,12
2018,Currane,BEEF,F,27,227,246,93,127,43,74,22
2015,Currane,BEEF,F,26,222,235,91,118,41,70,22
2018,Vartry,DAIRY,F,24,109,298,172,361,68,39,28
2018,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2017,Erriff,DAIRY,C,0,0,0,0,0,0,0,1
2020,Dodder,DAIRY,F,2,20,58,17,53,5,4,5
2020,Nore,BEEF,M,1732,8680,47467,11526,43087,4377,4078,2468
2014,Inny,BEEF,M,725,3922,16386,4530,14368,2164,3074,1286
2017,Boyne,BEEF,M,1668,8166,36474,10017,32858,5443,6902,2580
2020,Boyne,BEEF,M,1677,8057,36565,10702,33327,5439,6797,2586
2015,Boyne,BEEF,M,1605,7904,35983,9906,32528,5354,6828,2542
2014,Doonbeg,BEEF,M,151,605,2774,362,1421,146,230,301
2019,Doonbeg,BEEF,M,154,593,2896,341,1368,151,213,268
2016,Ilen,BEEF,M,264,930,4691,627,2582,285,315,367
2015,Ilen,BEEF,M,258,930,4708,630,2562,284,315,368
2018,Nore,DAIRY,M,523,2138,29360,3142,28247,1402,1656,186
2014,Nore,DAIRY,M,520,2042,28474,2966,26721,1278,1609,183
2019,Vartry,BEEF,M,55,274,746,194,665,74,54,72
2020,Vartry,BEEF,M,80,310,938,229,810,94,73,91
2014,Vartry,BEEF,M,69,303,882,205,699,82,56,81
2020,Inny,DAIRY,M,92,322,2627,548,2385,233,267,89
2018,Doonbeg,DAIRY,M,3,18,758,20,661,10,81,16
2019,Gweebarra,BEEF,M,21,88,168,20,56,4,3,16
2014,Ilen,DAIRY,M,77,195,2018,314,1436,50,103,51
2017,Moy,DAIRY,M,112,172,1222,237,1300,87,129,33
2017,Dargle,DAIRY,M,0,8,91,13,11,4,0,1
2020,Currane,DAIRY,M,0,0,24,0,2,0,0,0
2018,Currane,DAIRY,M,0,0,24,0,2,0,0,0
2015,Gweebarra,DAIRY,M,0,0,6,0,0,0,0,0
2016,Dodder,DAIRY,M,0,0,10,2,7,0,0,1
2017,Vartry,BEEF,C,0,0,0,0,53,26,198,1851
2020,Moy,BEEF,C,0,0,0,0,70,288,3131,42037
2020,Inny,BEEF,C,0,0,1,1,82,318,2615,30174
2014,Boyne,BEEF,C,0,0,0,2,178,649,5126,52946
2017,Moy,DAIRY,C,0,0,0,0,12,81,1498,9721
2020,Doonbeg,BEEF,C,0,0,0,0,8,33,480,5883
2014,Doonbeg,BEEF,C,0,0,0,0,7,34,454,5832
2014,Boyne,DAIRY,C,0,0,0,0,91,1594,11007,60680
2020,Dodder,BEEF,C,0,0,0,0,3,13,73,683
2016,Dodder,BEEF,C,0,0,0,0,1,10,66,565
2014,Gweebarra,BEEF,F,42,178,432,138,378,68,184,34
2018,Dargle,DAIRY,C,0,0,0,0,0,11,67,433
2015,Dodder,DAIRY,C,0,0,0,0,0,10,40,270
2014,Dodder,DAIRY,C,0,0,0,0,0,10,38,272
2019,Ilen,BEEF,C,0,0,0,0,21,79,620,6564
2014,Ilen,BEEF,C,0,0,0,0,22,87,626,6773
2019,Inny,DAIRY,C,0,0,0,0,32,200,3631,18509
2016,Ilen,DAIRY,C,0,0,0,0,13,105,3647,19535
2019,Boyne,BEEF,F,1630,8149,39378,12260,43720,6185,6979,1222
2014,Boyne,BEEF,F,1554,7995,38501,11987,41198,6017,6831,1249
2015,Nore,BEEF,F,1741,8184,41005,9842,32336,4069,3834,1107
2020,Inny,BEEF,F,740,3807,16190,4996,15416,2439,3016,553
2018,Inny,BEEF,F,779,3817,16384,5049,16307,2591,3215,566
2016,Doonbeg,BEEF,F,133,585,2890,349,1454,260,521,129
2015,Vartry,DAIRY,C,0,0,0,0,2,41,343,1382
2016,Erriff,BEEF,C,0,0,0,0,2,5,42,655
2014,Gweebarra,BEEF,C,0,0,0,0,0,22,100,1564
2014,Currane,DAIRY,C,0,0,0,0,0,0,4,42
2020,Ilen,BEEF,F,292,883,4196,796,2624,370,467,179
2018,Ilen,BEEF,F,293,905,4242,825,2668,389,475,200
2019,Vartry,BEEF,F,52,271,1045,273,1075,161,127,31
2018,Vartry,BEEF,F,62,290,1066,279,1126,195,134,30
2020,Vartry,BEEF,F,77,313,1148,305,1159,185,161,54
2018,Boyne,DAIRY,F,916,3474,15309,4693,15446,3013,2836,992
2018,Nore,DAIRY,F,428,1348,31121,1932,30153,1438,3480,568
2016,Dargle,BEEF,F,29,197,690,145,497,56,69,29
2019,Moy,DAIRY,F,147,293,2201,430,2365,342,595,246
2015,Moy,DAIRY,F,149,291,2184,428,2382,351,599,246
2018,Doonbeg,DAIRY,F,2,28,1490,37,1496,25,284,65
2018,Ilen,DAIRY,F,114,303,5444,428,4784,321,656,138
2020,Gweebarra,DAIRY,C,0,0,0,0,0,0,23,80
2016,Vartry,DAIRY,F,24,69,219,138,316,61,40,31
2016,Dodder,BEEF,F,12,110,225,59,144,23,35,13
2015,Dodder,BEEF,F,12,110,225,59,144,23,35,13
2020,Erriff,BEEF,F,9,57,241,37,144,23,39,12
2019,Vartry,DAIRY,F,24,108,261,166,293,51,35,24
2017,Dargle,DAIRY,F,2,16,310,16,187,6,5,3
2018,Nore,BEEF,M,1768,8635,47561,11569,43667,4464,4150,2481
2019,Currane,BEEF,M,25,243,178,20,62,10,7,44
2020,Inny,BEEF,M,764,4001,16235,4567,14372,2130,2665,1251
2018,Inny,BEEF,M,770,3990,16319,4565,14729,2196,2776,1285
2018,Boyne,BEEF,M,1660,8079,36315,10095,32739,5429,6892,2567
2017,Doonbeg,BEEF,M,155,590,2921,345,1382,151,215,266
2020,Dargle,BEEF,M,25,166,521,103,331,30,37,56
2014,Dargle,BEEF,M,24,163,511,93,320,27,33,54
2019,Erriff,BEEF,M,16,36,159,18,35,11,5,18
2019,Nore,DAIRY,M,520,2180,29317,3133,28250,1369,1583,181
2018,Vartry,BEEF,M,71,293,783,209,742,113,101,76
2019,Boyne,DAIRY,M,868,2573,9948,3293,9887,1494,1004,243
2020,Erriff,DAIRY,M,0,0,41,77,418,12,0,0
2018,Ilen,DAIRY,M,77,194,2054,315,1423,53,100,49
2020,Moy,DAIRY,M,115,172,1258,240,1285,83,134,32
2019,Moy,DAIRY,M,111,172,1468,240,1301,85,134,32
2018,Dargle,DAIRY,M,1,13,113,19,26,12,1,1
2017,Dodder,DAIRY,M,0,0,10,12,7,0,0,1
2015,Dargle,DAIRY,M,0,8,91,2,4,4,0,1
2020,Nore,BEEF,C,0,0,0,1,239,758,5752,52707
2019,Nore,BEEF,C,0,0,0,1,238,760,5767,52817
2015,Nore,BEEF,C,0,0,0,1,228,749,5616,52192
2014,Nore,BEEF,C,0,0,0,1,222,755,5604,52469
2014,Nore,DAIRY,C,0,0,0,2,118,464,21159,89405
2014,Dargle,BEEF,C,0,0,0,0,4,13,96,1206
2015,Moy,DAIRY,C,0,0,0,0,12,79,1475,9644
2019,Boyne,DAIRY,C,0,0,0,0,88,1496,11130,60574
2019,Gweebarra,BEEF,F,25,91,180,73,135,22,55,11
2018,Gweebarra,BEEF,F,25,93,181,73,138,23,55,11
2016,Ilen,BEEF,M,274,923,4406,709,2625,261,295,372
2017,Moy,DAIRY,M,139,196,1827,280,1068,154,74,33
2019,Vartry,BEEF,M,39,234,840,188,596,61,91,76
2020,Vartry,BEEF,M,51,270,1076,248,716,99,107,88
2014,Vartry,BEEF,M,44,257,969,228,611,97,95,83
2020,Inny,DAIRY,M,168,417,3523,584,1963,299,226,63
2019,Gweebarra,BEEF,M,32,90,206,47,53,6,8,13
2018,Doonbeg,DAIRY,M,2,26,1097,63,596,18,77,19
2014,Ilen,DAIRY,M,119,288,2465,238,1473,73,95,61
2017,Dargle,DAIRY,M,0,27,83,9,66,3,6,0
2016,Dodder,DAIRY,M,0,23,19,6,20,1,3,0
2020,Currane,DAIRY,M,5,13,6,5,3,0,1,0
2018,Currane,DAIRY,M,5,13,6,5,3,0,1,0
2015,Gweebarra,DAIRY,M,0,0,32,0,8,0,0,0
2014,Boyne,BEEF,C,0,0,0,1,266,768,4772,54756
2020,Moy,BEEF,C,0,0,0,0,94,314,3330,42836
2017,Vartry,BEEF,C,0,0,0,0,10,31,243,1799
2017,Moy,DAIRY,C,0,0,0,0,13,112,1526,9837
2020,Doonbeg,BEEF,C,0,0,0,0,20,35,393,6020
2014,Doonbeg,BEEF,C,0,0,0,0,20,40,375,5999
2020,Inny,BEEF,C,0,0,0,1,122,376,2455,30776
2020,Dodder,BEEF,C,0,0,0,0,5,7,72,683
2016,Dodder,BEEF,C,0,0,0,0,5,6,53,566
2014,Boyne,DAIRY,C,0,0,0,0,120,1622,10193,60102
2019,Ilen,BEEF,C,0,0,0,0,26,103,617,6635
2014,Ilen,BEEF,C,0,0,0,0,27,121,609,6848
2016,Ilen,DAIRY,C,0,0,0,0,13,87,3509,18999
2019,Inny,DAIRY,C,0,0,0,0,37,200,3798,18250
2018,Dargle,DAIRY,C,0,0,0,0,3,14,64,354
2015,Dodder,DAIRY,C,0,0,0,0,0,7,44,226
2014,Dodder,DAIRY,C,0,0,0,0,0,7,45,226
2019,Boyne,BEEF,F,1694,8221,37267,12201,42325,5691,6346,1177
2014,Boyne,BEEF,F,1666,8126,36615,11875,40468,5607,6398,1222
2020,Inny,BEEF,F,773,4003,16096,4749,15519,2110,2608,664
2018,Inny,BEEF,F,782,3986,16508,4891,16261,2200,2745,674
2015,Nore,BEEF,F,1826,8011,38177,9994,31575,3622,3394,1098
2015,Vartry,DAIRY,C,0,0,0,0,13,60,213,1231
2014,Gweebarra,BEEF,C,0,0,0,0,4,16,96,1730
2016,Erriff,BEEF,C,0,0,0,0,1,5,50,730
2014,Currane,DAIRY,C,0,0,0,0,0,0,4,36
2016,Doonbeg,BEEF,F,142,530,2819,432,1631,175,490,115
2018,Boyne,DAIRY,F,922,3975,15626,4831,14886,3372,2865,1000
2019,Vartry,BEEF,F,50,269,953,335,1149,182,153,43
2018,Vartry,BEEF,F,50,293,994,386,1237,192,165,42
2020,Vartry,BEEF,F,59,310,1094,412,1233,190,184,48
2018,Nore,DAIRY,F,468,1692,31292,2085,28315,1479,3646,670
2019,Moy,DAIRY,F,152,306,2665,475,2356,388,536,208
2015,Moy,DAIRY,F,151,306,2691,480,2328,387,543,207
2018,Doonbeg,DAIRY,F,2,36,1660,31,1659,32,347,74
2016,Dargle,BEEF,F,12,177,569,131,403,59,135,35
2020,Ilen,BEEF,F,270,977,4140,744,2407,339,411,123
2018,Ilen,BEEF,F,275,1015,4183,770,2465,349,429,134
2018,Ilen,DAIRY,F,113,363,5282,416,4666,337,661,189
2014,Gweebarra,BEEF,F,72,146,488,164,426,68,128,48
2016,Vartry,DAIRY,F,12,122,210,138,349,63,32,29
2016,Dodder,BEEF,F,12,87,168,59,160,39,56,22
2015,Dodder,BEEF,F,12,87,168,59,160,38,55,22
2020,Gweebarra,DAIRY,C,0,0,0,0,0,0,11,80
2020,Erriff,BEEF,F,20,67,259,39,119,19,26,13
2019,Vartry,DAIRY,F,13,140,232,156,422,70,22,25
2017,Dargle,DAIRY,F,3,14,252,17,141,9,28,8
2018,Boyne,BEEF,M,1736,8414,34752,10859,33239,4804,5686,2498
2018,Nore,BEEF,M,1885,8739,43851,11177,43330,3835,4122,2452
2019,Currane,BEEF,M,28,276,179,21,37,13,14,51
2020,Inny,BEEF,M,759,4162,16028,4974,15188,1794,2129,1281
2018,Inny,BEEF,M,753,4173,16124,5031,15715,1854,2189,1325
2019,Nore,DAIRY,M,508,2455,32466,2982,25293,1517,1573,225
2017,Doonbeg,BEEF,M,155,592,2816,361,1479,98,193,274
2019,Moy,DAIRY,M,141,202,1727,355,1084,157,73,31
2020,Moy,DAIRY,M,140,202,1827,278,992,149,73,31
2020,Dargle,BEEF,M,18,165,496,97,328,39,39,63
2014,Dargle,BEEF,M,18,159,485,96,315,37,37,59
2019,Erriff,BEEF,M,16,68,191,32,82,8,8,16
2018,Vartry,BEEF,M,39,261,882,218,654,110,128,78
2019,Boyne,DAIRY,M,891,2833,12248,3529,8645,1545,1017,271
2020,Erriff,DAIRY,M,0,2,48,97,421,15,0,0
2018,Ilen,DAIRY,M,118,288,2469,234,1460,73,94,61
2018,Dargle,DAIRY,M,0,34,98,16,74,18,8,0
2017,Dodder,DAIRY,M,0,23,19,6,20,1,3,0
2015,Dargle,DAIRY,M,0,27,83,8,56,3,5,0
2020,Nore,BEEF,C,0,0,0,3,271,767,5179,53970
2019,Nore,BEEF,C,0,0,0,3,272,773,5178,54164
2015,Nore,BEEF,C,0,0,0,4,271,749,5126,53940
2014,Nore,BEEF,C,0,0,0,4,273,742,5150,54261
2014,Nore,DAIRY,C,0,0,0,0,111,436,19843,84695
2014,Dargle,BEEF,C,0,0,0,0,8,17,104,1191
2015,Moy,DAIRY,C,0,0,0,0,13,112,1506,9782
2019,Boyne,DAIRY,C,0,0,0,0,121,1519,10070,59499
2020,Ilen,BEEF,C,0,0,0,0,25,96,617,6596
2019,Ilen,DAIRY,C,0,0,0,0,13,87,3524,19104
2015,Inny,DAIRY,C,0,0,0,0,36,241,3760,18210
2019,Dargle,DAIRY,C,0,0,0,0,3,8,55,296
2016,Dodder,DAIRY,C,0,0,0,0,0,7,44,227
2015,Boyne,BEEF,F,1661,8093,36710,12051,40726,5670,6412,1231
2015,Doonbeg,DAIRY,C,0,0,0,0,4,8,1092,5473
2014,Nore,BEEF,F,1810,8095,38001,9986,31838,3700,3404,1102
2020,Gweebarra,BEEF,C,0,0,0,0,3,9,42,781
2019,Moy,BEEF,F,895,3915,19337,4120,14547,1973,3643,875
2015,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2019,Nore,DAIRY,F,468,1671,31335,2066,28351,1479,3628,670
2020,Doonbeg,DAIRY,F,2,50,1742,39,1757,50,358,77
2017,Doonbeg,DAIRY,F,2,36,1659,30,1653,32,344,61
2018,Dargle,BEEF,F,14,181,588,135,410,59,136,35
2019,Ilen,DAIRY,F,113,367,5309,416,4690,337,672,189
2014,Ilen,DAIRY,F,114,369,5488,421,4832,339,670,190
2017,Currane,BEEF,F,37,260,238,105,187,67,69,19
2016,Currane,BEEF,F,37,233,239,78,184,58,69,19
2019,Gweebarra,BEEF,F,33,81,230,60,157,23,56,17
2018,Gweebarra,BEEF,F,33,82,230,62,158,20,57,17
2019,Dargle,DAIRY,F,3,14,252,17,141,9,28,8
2020,Dargle,DAIRY,F,3,14,252,17,141,9,28,8
2015,Dargle,DAIRY,F,3,14,252,17,141,9,28,8
2017,Currane,DAIRY,F,0,0,4,0,2,0,1,0
2016,Currane,DAIRY,F,0,0,4,0,2,0,1,0
2015,Gweebarra,DAIRY,F,0,0,33,0,23,0,0,0
2015,Erriff,DAIRY,C,0,0,0,0,0,0,0,2
2017,Erriff,DAIRY,F,0,0,0,0,0,2,1,0
2018,Moy,BEEF,M,936,4159,16733,3337,10508,938,1025,1219
2017,Nore,BEEF,M,1899,8767,44027,11192,43630,3872,4204,2481
2016,Nore,BEEF,M,1898,8755,43986,11283,43715,3854,4211,2481
2017,Currane,BEEF,M,28,299,173,21,37,15,14,52
2017,Nore,DAIRY,M,502,2439,32559,3034,25289,1527,1575,222
2015,Doonbeg,BEEF,M,166,589,2794,355,1498,114,215,272
2020,Ilen,BEEF,M,268,912,4338,705,2517,253,288,362
2018,Ilen,BEEF,M,273,941,4424,753,2633,260,291,371
2018,Moy,DAIRY,M,139,196,1722,354,1035,153,72,31
2014,Moy,DAIRY,M,145,195,1643,287,983,157,76,33
2020,Dodder,BEEF,M,17,118,217,41,238,44,42,38
2017,Dargle,BEEF,M,18,159,492,96,327,39,39,61
2015,Dargle,BEEF,M,18,159,492,96,317,39,39,62
2014,Dodder,BEEF,M,17,111,109,22,109,29,29,29
2016,Erriff,BEEF,M,16,77,212,28,83,7,9,17
2015,Inny,DAIRY,M,167,440,3181,582,1988,264,239,74
2016,Gweebarra,BEEF,M,31,83,202,37,50,6,7,12
2020,Doonbeg,DAIRY,M,2,26,1073,66,583,17,77,22
2015,Doonbeg,DAIRY,M,2,25,1078,63,604,18,78,19
2019,Erriff,DAIRY,M,0,0,3,1,31,0,0,0
2014,Currane,DAIRY,M,0,0,6,0,1,0,1,0
2018,Boyne,BEEF,C,0,0,0,1,266,785,4924,54997
2016,Boyne,BEEF,C,0,0,0,1,266,779,4888,55047
2020,Nore,DAIRY,C,0,0,0,0,113,448,20410,86433
2015,Nore,DAIRY,C,0,0,0,0,109,447,19989,85002
2016,Moy,BEEF,C,0,0,0,0,99,313,3373,43415
2019,Dargle,BEEF,C,0,0,0,0,8,17,109,1204
2016,Moy,DAIRY,C,0,0,0,0,13,112,1506,9765
2015,Doonbeg,BEEF,C,0,0,0,0,20,34,376,5870
2019,Inny,BEEF,C,0,0,0,1,126,373,2499,31078
2018,Inny,BEEF,C,0,0,0,1,127,371,2482,30911
2017,Dodder,BEEF,C,0,0,0,0,5,6,53,566
2015,Dodder,BEEF,C,0,0,0,0,5,6,53,563
2014,Dodder,BEEF,C,0,0,0,0,5,6,60,576
2018,Boyne,DAIRY,C,0,0,0,0,121,1516,10078,59343
2016,Boyne,DAIRY,C,0,0,0,0,121,1617,10104,59690
2016,Inny,DAIRY,C,0,0,0,0,36,250,3842,18553
2017,Dargle,DAIRY,C,0,0,0,0,3,8,55,296
2015,Dargle,DAIRY,C,0,0,0,0,3,8,55,298
2017,Boyne,BEEF,F,1719,8263,37305,12136,40498,5555,6317,1221
2020,Nore,BEEF,F,1817,8141,38020,9994,31538,3706,3415,1047
2018,Currane,BEEF,C,0,0,0,0,2,34,85,1264
2020,Vartry,DAIRY,C,0,0,0,0,13,80,214,1335
2020,Currane,DAIRY,C,0,0,0,0,0,0,3,32
2015,Nore,DAIRY,F,458,1639,30888,2078,27435,1461,3609,680
2020,Inny,DAIRY,F,152,426,5675,682,5249,582,964,275
2015,Doonbeg,DAIRY,F,2,36,1650,31,1645,32,345,74
2019,Ilen,BEEF,F,272,1008,4190,763,2453,349,410,119
2020,Ilen,DAIRY,F,112,367,5342,416,4693,337,662,182
2015,Ilen,DAIRY,F,114,367,5301,421,4679,337,664,190
2020,Currane,BEEF,F,37,233,247,77,187,60,69,19
2014,Currane,BEEF,F,36,219,231,76,164,54,70,20
2014,Vartry,DAIRY,F,12,128,210,146,389,71,48,31
2019,Dodder,DAIRY,F,3,12,230,20,123,7,20,7
2016,Dodder,DAIRY,F,3,12,230,20,121,7,20,7
2019,Gweebarra,DAIRY,F,0,0,33,0,23,0,0,0
2019,Moy,BEEF,M,924,4143,16737,3378,10541,945,1026,1211
2020,Moy,BEEF,M,917,4114,16681,3366,10468,944,1018,1204
2017,Moy,BEEF,M,947,4187,16921,3460,10879,938,1032,1228
2014,Boyne,BEEF,M,1721,8333,35229,10834,33504,4933,5890,2535
2016,Currane,BEEF,M,28,274,174,21,38,13,14,50
2015,Inny,BEEF,M,706,4159,15827,5031,15261,1814,2230,1316
